dates,ventilation,supplementary_oxygen,intensive_care_unit,home_isolation,recovered,high_dependency_unit,in_hospital,audited_deaths,total_recoveries,positivity_rate
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-09,0.0,0.0,0.0,83.0,0.0,0.0,0.0,2.0,199913.0,1.0
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-13,13.0,14.0,27.0,1038.0,0.0,2.0,0.0,0.0,0.0,1.0
2021-11-14,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,247645.0,0.0
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-05,3.0,56.0,4.0,820.0,22.0,2.0,185.0,0.0,248426.0,1.0
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-09,2.0,50.0,2.0,839.0,7.0,2.0,204.0,0.0,248480.0,2.0
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021-12-12,2.0,49.0,2.0,838.0,4.0,48.0,188.0,2.0,248515.0,5.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-14,2.0,43.0,2.0,947.0,253.0,42.0,161.0,0.0,200783.0,11.0
2021-12-15,1.0,41.0,1.0,1537.0,205.0,41.0,147.0,0.0,249009.0,10.0
2021-12-16,3.0,47.0,9.0,2097.0,145.0,40.0,177.0,0.0,249154.0,16.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2021-12-18,3.0,56.0,9.0,4508.0,60.0,49.0,241.0,0.0,498444.0,23.0
2021-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2021-12-21,11.0,91.0,19.0,6421.0,159.0,4.0,404.0,0.0,249474.0,27.0
2021-12-22,9.0,95.0,15.0,7645.0,83.0,88.0,520.0,0.0,249557.0,29.0
2021-12-23,10.0,108.0,17.0,11388.0,60.0,4.0,554.0,0.0,201251.0,32.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2021-12-25,10.0,142.0,17.0,15488.0,243.0,130.0,703.0,2.0,249937.0,32.0
2021-12-26,12.0,145.0,18.0,18704.0,59.0,6.0,704.0,2.0,249996.0,35.0
2021-12-27,17.0,174.0,31.0,19449.0,330.0,151.0,708.0,0.0,250326.0,0.0
2021-12-28,19.0,192.0,0.0,21331.0,401.0,16.0,752.0,0.0,201902.0,32.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2021-12-31,17.0,255.0,38.0,23229.0,1058.0,25.0,1013.0,2.0,0.0,29.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2022-01-06,23.0,337.0,44.0,26723.0,1759.0,37.0,1176.0,7.0,211347.0,22.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2022-01-08,31.0,338.0,54.0,28386.0,2523.0,28.0,1210.0,11.0,264656.0,19.0
2022-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2022-01-10,44.0,352.0,45.0,26600.0,3611.0,5.0,1225.0,8.0,268573.0,20.0
